,Name,FixedByID,count
605,done| area-blazor| bug| cost m,javiercn,1
606,done| area-blazor| bug| cost s,pranavkm,1
607,done| area-blazor| bug| cost s,rynowak,1
608,done| area-blazor| bug| cost s,stevesandersonms,2
609,done| area-blazor| bug| cost s,stevesandersonms| javiercn,1
610,done| area-blazor| bug| cost xs,ajaybhargavb,1
611,done| area-blazor| bug| cost xs,javiercn,4
612,done| area-blazor| bug| cost xs,ntaylormullen,1
613,done| area-blazor| bug| cost xs,pranavkm,3
614,done| area-blazor| bug| cost xs,stevesandersonms,1
615,done| area-blazor| bug| discussion,stevesandersonms,1
616,done| area-blazor| bug| done| area-blazor| bug,stevesandersonms| mackinnonbuck| stevesandersonms| mackinnonbuck,1
617,done| area-blazor| bug| good first issue| help wanted,javiercn,1
618,done| area-blazor| bug| help wanted,unknown,1
619,done| area-blazor| cost m| enhancement,ajaybhargavb,1
620,done| area-blazor| cost m| enhancement,ryanbrandenburg,1
621,done| area-blazor| cost m| enhancement,stevesandersonms,1
622,done| area-blazor| cost s,stevesandersonms,1
623,done| area-blazor| cost s| enhancement,ajaybhargavb,1
624,done| area-blazor| cost s| enhancement,javiercn,1
625,done| area-blazor| cost s| enhancement,mackinnonbuck,1
626,done| area-blazor| cost s| enhancement,pranavkm,2
627,done| area-blazor| cost s| enhancement,ryanbrandenburg,1
628,done| area-blazor| cost s| enhancement,rynowak,1
629,done| area-blazor| cost s| enhancement,stevesandersonms,2
630,done| area-blazor| enhancement,captainsafia,1
631,done| area-blazor| enhancement,javiercn,1
632,done| area-blazor| enhancement,pranavkm,2
633,done| area-blazor| enhancement,stevesandersonms,3
634,done| area-blazor| enhancement,unknown,1
635,done| area-blazor| enhancement| done| area-blazor| enhancement,pranavkm| pranavkm,1
636,done| area-blazor| enhancement| feature-razor-pages,rynowak,1
637,done| area-blazor| enhancement| help wanted,unknown,2
638,done| area-blazor| enhancement| task,unknown,1
639,done| area-blazor| feature-razor-pages| task,pranavkm| rynowak,1
640,done| area-blazor| good first issue| help wanted,unknown,1
641,done| area-blazor| help wanted,javiercn,1
642,done| area-blazor| investigate,stevesandersonms| javiercn,1
643,done| area-blazor| task,danroth27,1
644,done| area-blazor| task,ntaylormullen,1
645,done| area-blazor| task,pranavkm,1
646,done| area-blazor| task,rynowak,1
647,done| area-blazor| task| test-failure,captainsafia,1
648,done| area-blazor| task| test-failure,haok,1
649,done| area-commandlinetools,brennanconroy,1
650,done| area-commandlinetools,ryanbrandenburg,1
651,done| area-commandlinetools| enhancement| feature-dotnetwatch| done| area-commandlinetools| enhancement| feature-dotnetwatch,pranavkm| pranavkm,1
652,done| area-dataprotection,haok,1
653,done| area-dataprotection,natemcmaster,1
654,done| area-dataprotection| breaking-change,natemcmaster,1
655,done| area-grpc,jamesnk,1
656,done| area-grpc| enhancement,juntaoluo,1
657,done| area-healthchecks| enhancement| help wanted,rynowak,1
658,done| area-healthchecks| task,unknown,1
659,done| area-hosting| breaking-change,tratcher,1
660,done| area-hosting| bug,davidfowl,1
661,done| area-hosting| bug,tratcher,2
662,done| area-hosting| bug,unknown,1
663,done| area-hosting| bug| cost m,tratcher,1
664,done| area-hosting| enhancement,tratcher,1
665,done| area-hosting| enhancement| good first issue,unknown,1
666,done| area-hosting| enhancement| help wanted,unknown,1
667,done| area-hosting| help wanted,tratcher,1
668,done| area-hosting| task,unknown,1
669,done| area-identity,haok,3
670,done| area-identity| area-mvc| breaking-change,ryanbrandenburg,1
671,done| area-identity| area-mvc| enhancement,javiercn,1
672,done| area-identity| breaking-change,haok,1
673,done| area-identity| bug,haok,5
674,done| area-identity| bug,javiercn,1
675,done| area-identity| bug| cost s| identity-ui,haok,1
676,done| area-identity| bug| cost xs| feature-spa| identity-ui,haok,1
677,done| area-identity| cost m| enhancement| identity-ui,haok,1
678,done| area-identity| cost xs| enhancement,haok,1
679,done| area-identity| enhancement,haok,3
680,done| area-identity| enhancement| identity-ui,haok,1
681,done| area-identity| identity-ui,haok,1
682,done| area-infrastructure,ajaybhargavb| juntaoluo| natemcmaster| jkotalik,1
683,done| area-infrastructure,dougbu,2
684,done| area-infrastructure,juntaoluo,1
685,done| area-infrastructure,mkartakmsft,1
686,done| area-infrastructure,natemcmaster,2
687,done| area-infrastructure,rynowak,1
688,done| area-infrastructure,unknown,3
689,done| area-infrastructure,wtgodbe,3
690,done| area-infrastructure| area-mvc| feature-razor-pages,dougbu,1
691,done| area-infrastructure| cost s,haok| ryanbrandenburg,1
692,done| area-infrastructure| task,rynowak,2
693,done| area-installers| cost s,jkotalik,1
694,done| area-middleware,haok,1
695,done| area-middleware| area-servers,jkotalik,1
696,done| area-middleware| bug| good first issue| help wanted,tratcher,1
697,done| area-middleware| cost s| enhancement,tratcher,1
698,done| area-middleware| feature-staticfiles| good first issue| help wanted,unknown,1
699,done| area-middleware| feature-staticfiles| task,tratcher,1
700,done| area-mvc,ajaybhargavb,1
701,done| area-mvc,mkartakmsft,1
702,done| area-mvc,ntaylormullen,1
703,done| area-mvc,ryanbrandenburg,2
704,done| area-mvc,rynowak,3
705,done| area-mvc,unknown,3
706,done| area-mvc| blocked| bug,pranavkm,1
707,done| area-mvc| breaking-change,ntaylormullen,1
708,done| area-mvc| breaking-change,pranavkm,1
709,done| area-mvc| breaking-change| bug| cost xs,pranavkm,1
710,done| area-mvc| breaking-change| bug| feature-razor-pages,ntaylormullen,1
711,done| area-mvc| breaking-change| cost s| enhancement,javiercn,1
712,done| area-mvc| breaking-change| cost s| enhancement,pranavkm,1
713,done| area-mvc| breaking-change| cost s| task,dougbu,1
714,done| area-mvc| breaking-change| cost xs| enhancement,ryanbrandenburg,1
715,done| area-mvc| breaking-change| enhancement,pranavkm,2
716,done| area-mvc| breaking-change| task,pranavkm,1
717,done| area-mvc| bug,ajaybhargavb,1
718,done| area-mvc| bug,dougbu,1
719,done| area-mvc| bug,javiercn,4
720,done| area-mvc| bug,mkartakmsft,2
721,done| area-mvc| bug,natemcmaster| javiercn,1
722,done| area-mvc| bug,ntaylormullen,1
723,done| area-mvc| bug,pranavkm,15
724,done| area-mvc| bug,ryanbrandenburg,5
725,done| area-mvc| bug,rynowak,3
726,done| area-mvc| bug,stevesandersonms,1
727,done| area-mvc| bug,tratcher,1
728,done| area-mvc| bug,unknown,7
729,done| area-mvc| bug| cost m,unknown,1
730,done| area-mvc| bug| cost s,ajaybhargavb,3
731,done| area-mvc| bug| cost s,ntaylormullen,4
732,done| area-mvc| bug| cost s,pranavkm,4
733,done| area-mvc| bug| cost s,ryanbrandenburg,3
734,done| area-mvc| bug| cost s,tanayparikh,1
735,done| area-mvc| bug| cost s,unknown,1
736,done| area-mvc| bug| cost s| cost xs,pranavkm,1
737,done| area-mvc| bug| cost s| feature-code-generation,dougbu,1
738,done| area-mvc| bug| cost s| investigate,ryanbrandenburg,1
739,done| area-mvc| bug| cost xs,ajaybhargavb,3
740,done| area-mvc| bug| cost xs,javiercn,1
741,done| area-mvc| bug| cost xs,ntaylormullen,3
742,done| area-mvc| bug| cost xs,pranavkm,1
743,done| area-mvc| bug| cost xs,ryanbrandenburg,1
744,done| area-mvc| bug| cost xs,rynowak,1
745,done| area-mvc| bug| cost xs| feature-code-generation,dougbu,2
746,done| area-mvc| bug| cost xs| help wanted,javiercn,1
747,done| area-mvc| bug| help wanted,pranavkm,1
748,done| area-mvc| bug| help wanted,ryanbrandenburg,2
749,done| area-mvc| bug| help wanted,unknown,2
750,done| area-mvc| cost 0| task,pranavkm,2
751,done| area-mvc| cost m| enhancement,ajaybhargavb,3
752,done| area-mvc| cost m| enhancement,ntaylormullen,8
753,done| area-mvc| cost m| enhancement,ryanbrandenburg,2
754,done| area-mvc| cost m| enhancement| feature| feature-pipelines,pranavkm,1
755,done| area-mvc| cost s,pranavkm,1
756,done| area-mvc| cost s,ryanbrandenburg,1
757,done| area-mvc| cost s| enhancement,ajaybhargavb,2
758,done| area-mvc| cost s| enhancement,mkartakmsft,1
759,done| area-mvc| cost s| enhancement,ntaylormullen,10
760,done| area-mvc| cost s| enhancement,ryanbrandenburg,4
761,done| area-mvc| cost s| enhancement,rynowak,1
762,done| area-mvc| cost s| enhancement| feature,pranavkm,1
763,done| area-mvc| cost s| enhancement| feature-code-generation,dougbu,1
764,done| area-mvc| cost s| enhancement| feature-razor-pages,ntaylormullen,1
765,done| area-mvc| cost s| feature-razor-pages| task,ajaybhargavb,1
766,done| area-mvc| cost s| feature-razor-pages| task,rynowak| ajaybhargavb| ntaylormullen,1
767,done| area-mvc| cost s| task,ntaylormullen,4
768,done| area-mvc| cost s| task,ryanbrandenburg,2
769,done| area-mvc| cost s| task| test-failure,pranavkm,1
770,done| area-mvc| cost xs,pranavkm,1
771,done| area-mvc| cost xs,ryanbrandenburg,1
772,done| area-mvc| cost xs| enhancement,mkartakmsft,1
773,done| area-mvc| cost xs| enhancement,ntaylormullen,1
774,done| area-mvc| cost xs| enhancement,pranavkm,1
775,done| area-mvc| cost xs| enhancement,ryanbrandenburg,1
776,done| area-mvc| cost xs| enhancement| feature-code-generation,dougbu,1
777,done| area-mvc| cost xs| feature-code-generation,dougbu,1
778,done| area-mvc| cost xs| feature-code-generation| task,dougbu,1
779,done| area-mvc| cost xs| task,pranavkm,2
780,done| area-mvc| cost xs| task,ryanbrandenburg,2
781,done| area-mvc| enhancement,javiercn,1
782,done| area-mvc| enhancement,pranavkm,5
783,done| area-mvc| enhancement,ryanbrandenburg,4
784,done| area-mvc| enhancement,tratcher,1
785,done| area-mvc| enhancement,unknown,1
786,done| area-mvc| enhancement| feature,rynowak,1
787,done| area-mvc| enhancement| help wanted,javiercn,1
788,done| area-mvc| enhancement| help wanted,pranavkm,1
789,done| area-mvc| enhancement| help wanted,ryanbrandenburg,1
790,done| area-mvc| enhancement| help wanted,unknown,2
791,done| area-mvc| feature-code-generation,dougbu,1
792,done| area-mvc| feature-razor-pages| task,ajaybhargavb,1
793,done| area-mvc| feature-razor-pages| task,ntaylormullen,1
794,done| area-mvc| feature-razor-pages| task,rynowak,1
795,done| area-mvc| help wanted,pranavkm,1
796,done| area-mvc| help wanted,unknown,1
797,done| area-mvc| identity-service,mkartakmsft,3
798,done| area-mvc| investigate,jamesnk,1
799,done| area-mvc| investigate,ryanbrandenburg,1
800,done| area-mvc| task,javiercn,1
801,done| area-mvc| task,mkartakmsft,2
802,done| area-mvc| task,pranavkm,5
803,done| area-mvc| task,ryanbrandenburg,1
804,done| area-mvc| task,unknown,1
805,done| area-mvc| test-failure,tratcher,1
806,done| area-platform,mikaelm12,1
807,done| area-platform,natemcmaster,2
808,done| area-platform,unknown,1
809,done| area-platform| breaking-change,natemcmaster,1
810,done| area-razor.tooling| blocked| cost s| enhancement| feature-razor.vs,ntaylormullen,1
811,done| area-razor.tooling| bug| cost s| feature-razor.vs,tanayparikh,1
812,done| area-razor.tooling| bug| cost xs| feature-razor.vs,tanayparikh,1
813,done| area-razor.tooling| bug| feature-razor.vs| done| area-razor.tooling| bug| feature-razor.vs,ntaylormullen| ntaylormullen,1
814,done| area-razor.tooling| cost m| enhancement| feature-razor.languageserver| feature-razor.vs,tanayparikh,1
815,done| area-razor.tooling| cost s| enhancement,unknown,1
816,done| area-razor.tooling| feature-razor.vscode| done| area-razor.tooling| feature-razor.vscode,ryanbrandenburg| ryanbrandenburg,1
817,done| area-security| breaking-change,haok,1
818,done| area-security| bug,haok,1
819,done| area-security| bug,tratcher,4
820,done| area-security| bug| cost xs,javiercn,1
821,done| area-security| bug| cost xs| feature-aadintegration| help wanted,unknown,1
822,done| area-security| bug| feature-aadintegration,javiercn,1
823,done| area-security| bug| help wanted,unknown,1
824,done| area-security| enhancement,haok,1
825,done| area-security| enhancement,tratcher,1
826,done| area-security| enhancement| good first issue| help wanted,unknown,1
827,done| area-security| enhancement| help wanted,unknown,1
828,done| area-security| help wanted,unknown,1
829,done| area-security| task,haok,1
830,done| area-security| task,unknown,1
831,done| area-servers,jamesnk,1
832,done| area-servers,unknown,2
833,done| area-servers| blocked| breaking-change| enhancement| servers-kestrel,tratcher,1
834,done| area-servers| blocked| cost s| servers-httpsys,tratcher,1
835,done| area-servers| breaking-change| bug| servers-kestrel,tratcher,1
836,done| area-servers| breaking-change| cost xs| servers-httpsys,tratcher,1
837,done| area-servers| bug,tratcher,1
838,done| area-servers| bug,unknown,1
839,done| area-servers| bug| cost s| servers-kestrel,halter73,1
840,done| area-servers| bug| feature-httpabstractions,anurse| tratcher| tratcher,1
841,done| area-servers| bug| feature-httpabstractions,haok,1
842,done| area-servers| bug| feature-httpabstractions,tratcher,1
843,done| area-servers| bug| servers-kestrel,halter73,1
844,done| area-servers| bug| servers-kestrel,jkotalik,1
845,done| area-servers| cost m| servers-kestrel,jkotalik,1
846,done| area-servers| cost s| enhancement| servers-httpsys,tratcher,1
847,done| area-servers| cost xs| servers-kestrel| task,halter73,1
848,done| area-servers| enhancement| servers-httpsys,tratcher,1
849,done| area-servers| feature-httpabstractions| good first issue,tratcher,1
850,done| area-servers| feature-httpabstractions| help wanted| task,unknown,1
851,done| area-servers| good first issue| help wanted,mika-net,1
852,done| area-servers| good first issue| task,unknown,1
853,done| area-servers| help wanted| servers-httpsys,unknown,1
854,done| area-servers| servers-iis,jkotalik,1
855,done| area-servers| servers-kestrel,halter73,1
856,done| area-servers| task,tratcher,2
857,done| area-servers| task,tratcher| tratcher,1
858,done| area-signalr,mikaelm12,1
859,done| area-signalr| ?? bedrock,halter73,1
860,done| area-signalr| bug| cost xs,mikaelm12,1
861,done| area-signalr| bug| signalr-client-java,mikaelm12,1
862,done| area-signalr| task,unknown,1
863,done| area-signalr| test-failure,mikaelm12,1
864,done| bug,glennc,1
865,done| bug,glennc| glennc,1
866,done| bug,haok,3
867,done| bug,rynowak,3
868,done| bug,tratcher,1
869,done| bug,unknown,2
870,done| bug| feature-staticfiles,unknown,2
871,done| bug| help wanted,unknown,1
872,done| cost m| task,ajaybhargavb,1
873,done| cost s,natemcmaster,1
874,done| cost s| task,pranavkm,1
875,done| enhancement,haok,1
876,done| enhancement,pakrym,1
877,done| enhancement| servers-kestrel,halter73,1
878,done| external| area-blazor,ntaylormullen,1
879,done| external| area-blazor| bug,ntaylormullen,1
880,done| external| area-blazor| bug,unknown,1
881,done| external| area-mvc| bug| cost s,tanayparikh,1
882,done| external| area-mvc| bug| cost xs,pranavkm,1
883,done| external| area-razor.tooling| bug| feature-razor.vs,ntaylormullen,1
884,done| external| enhancement,natemcmaster,1
885,done| external| tooling| area-blazor,ntaylormullen,1
886,done| feature,danroth27| javiercn,1
887,done| feature-session| task,juntaoluo,1
888,done| feature-session| task,tratcher,1
889,done| feature-staticfiles,unknown,1
890,done| http2| accepted| area-servers| breaking-change| enhancement| servers-kestrel,tratcher,1
891,done| http2| accepted| area-servers| cost s| servers-kestrel,tratcher,1
892,done| http2| area-servers| clean-up| servers-kestrel,tratcher,1
893,done| http2| area-servers| enhancement| servers-httpsys,tratcher,1
894,done| investigate,ntaylormullen,1
895,done| needs design| area-blazor| bug,javiercn,1
896,done| needs design| area-blazor| enhancement,danroth27,1
897,done| needs design| area-mvc,jamesnk| rynowak,1
898,done| needs design| area-mvc| enhancement| feature-model-binding,dougbu,1
899,done| needs design| needs spec| area-blazor| enhancement,rynowak,1
900,done| needs spec| area-mvc| cost m| enhancement| feature-code-generation,dougbu,1
901,done| perf| area-razor.tooling| cost m| enhancement| feature-razor.languageserver,ajaybhargavb,1
902,done| perf| area-razor.tooling| cost s| feature-razor.vs,tanayparikh,1
903,done| question,unknown,1
904,done| razor tooling big rock| area-mvc| cost s| enhancement,ryanbrandenburg,1
905,done| razor tooling big rock| area-mvc| enhancement,ntaylormullen,1
906,done| responsecompressionmiddleware| area-middleware| cost xs| enhancement,tratcher,1
907,done| servicing-approved| task,natemcmaster,1
908,done| task,unknown,1
909,done| tooling| area-blazor| area-mvc| bug| cost xs,ajaybhargavb,1
910,done| tooling| area-mvc| cost s| enhancement,ntaylormullen,1
911,done| validation| area-blazor| area-mvc| task,dougbu,1
912,done| validation| area-mvc,javiercn,1
913,done| validation| area-mvc,ntaylormullen,1
914,done| validation| area-mvc,pranavkm,2
915,done| validation| area-mvc| task,ajaybhargavb,2
916,done| validation| area-mvc| task,ntaylormullen,1
917,done| validation| area-mvc| task,ntaylormullen| tanayparikh,1
918,done| validation| area-mvc| task,pranavkm,1
919,done| validation| area-mvc| task,ryanbrandenburg,2
920,done| working| area-mvc| cost s| enhancement,tanayparikh,1
921,enhancement,danroth27| javiercn,1
922,enhancement,unknown,4
923,epic,unknown,1
924,external,unknown,32
925,external| area-blazor,ntaylormullen,2
926,external| area-blazor,pranavkm,1
927,external| area-blazor,stevesandersonms,1
928,external| area-blazor,unknown,24
929,external| area-blazor| blazor-wasm,unknown,6
930,external| area-blazor| blazor-wasm| bug,unknown,1
931,external| area-blazor| blazor-wasm| enhancement,unknown,1
932,external| area-blazor| blocked| question,unknown,1
933,external| area-blazor| bug,ajaybhargavb,2
934,external| area-blazor| bug,unknown,2
935,external| area-blazor| enhancement,unknown,1
936,external| area-blazor| question,danroth27,1
937,external| area-dataprotection,unknown,1
938,external| area-infrastructure,unknown,1
939,external| area-mvc,ntaylormullen,1
940,external| area-mvc,pranavkm,3
941,external| area-mvc,rynowak,1
942,external| area-mvc,sebastienros,1
943,external| area-mvc,unknown,15
944,external| area-mvc| blocked| bug| cost 0,ryanbrandenburg,1
945,external| area-mvc| bug,pranavkm,1
946,external| area-mvc| bug,unknown,1
947,external| area-mvc| bug| cost 0| feature-razor-pages,ajaybhargavb,1
948,external| area-mvc| feature-localization| investigate,unknown,1
949,external| area-mvc| investigate,jamesnk,1
950,external| area-mvc| investigate,jodavis,1
951,external| area-platform,unknown,3
952,external| area-razor.tooling| bug| feature-razor.vs| external| area-razor.tooling| bug| feature-razor.vs,unknown,1
953,external| area-security,unknown,2
954,external| area-security| question,unknown,1
955,external| area-servers,unknown,1
956,external| area-servers| investigate,unknown,1
957,external| bug| investigate,ntaylormullen,1
958,external| needs author feedback| area-security,unknown,2
959,external| question,unknown,2
960,external| status resolved,unknown,1
961,external| tooling| area-commandlinetools| area-servers,unknown,1
962,feature-session,unknown,4
963,feature-session| question,unknown,1
964,feature-staticfiles,unknown,5
965,heavy_check_mark resolution answered| area-blazor| question,unknown,1
966,heavy_check_mark resolution answered| area-identity,unknown,1
967,heavy_check_mark resolution answered| area-identity| question,unknown,1
968,heavy_check_mark resolution answered| area-mvc,unknown,1
969,heavy_check_mark resolution answered| area-mvc| question,unknown,2
970,heavy_check_mark resolution answered| area-signalr,unknown,1
971,heavy_check_mark resolution answered| author migration bot robot| status resolved| area-mvc| feature-routing| question,pranavkm,1
972,heavy_check_mark resolution answered| author migration bot robot| status resolved| area-mvc| question,pilchie,1
973,heavy_check_mark resolution answered| author migration bot robot| status resolved| area-servers,unknown,1
974,heavy_check_mark resolution answered| docs| status resolved| area-servers| servers-iis,unknown,1
975,heavy_check_mark resolution answered| external| status resolved,unknown,1
976,heavy_check_mark resolution answered| heavy_check_mark resolution by design| status resolved| area-mvc| question,unknown,1
977,heavy_check_mark resolution answered| perf| status resolved| area-mvc,ajaybhargavb,1
978,heavy_check_mark resolution answered| status resolved,unknown,3
979,heavy_check_mark resolution answered| status resolved| area-blazor,danroth27,1
980,heavy_check_mark resolution answered| status resolved| area-blazor,pranavkm,2
981,heavy_check_mark resolution answered| status resolved| area-blazor,stevesandersonms,3
982,heavy_check_mark resolution answered| status resolved| area-blazor,unknown,7
983,heavy_check_mark resolution answered| status resolved| area-blazor| area-razor.tooling| blazor-wasm,unknown,1
984,heavy_check_mark resolution answered| status resolved| area-blazor| blazor-wasm,pranavkm,1
985,heavy_check_mark resolution answered| status resolved| area-blazor| blazor-wasm,stevesandersonms,1
986,heavy_check_mark resolution answered| status resolved| area-blazor| blazor-wasm,unknown,3
987,heavy_check_mark resolution answered| status resolved| area-blazor| blazor-wasm| enhancement| question,unknown,1
988,heavy_check_mark resolution answered| status resolved| area-blazor| blazor-wasm| question,unknown,9
989,heavy_check_mark resolution answered| status resolved| area-blazor| enhancement| question,unknown,1
990,heavy_check_mark resolution answered| status resolved| area-blazor| heavy_check_mark resolution answered| status resolved| area-blazor,pranavkm| pranavkm,1
991,heavy_check_mark resolution answered| status resolved| area-blazor| heavy_check_mark resolution answered| status resolved| area-blazor,unknown,1
992,heavy_check_mark resolution answered| status resolved| area-blazor| investigate,unknown,1
993,heavy_check_mark resolution answered| status resolved| area-blazor| question,javiercn,1
994,heavy_check_mark resolution answered| status resolved| area-blazor| question,stevesandersonms,2
995,heavy_check_mark resolution answered| status resolved| area-blazor| question,unknown,19
996,heavy_check_mark resolution answered| status resolved| area-dataprotection,unknown,1
997,heavy_check_mark resolution answered| status resolved| area-identity| discussion,haok,1
998,heavy_check_mark resolution answered| status resolved| area-identity| question,unknown,1
999,heavy_check_mark resolution answered| status resolved| area-infrastructure,unknown,2
1000,heavy_check_mark resolution answered| status resolved| area-infrastructure,wtgodbe,1
1001,heavy_check_mark resolution answered| status resolved| area-mvc,pranavkm,3
1002,heavy_check_mark resolution answered| status resolved| area-mvc,unknown,8
1003,heavy_check_mark resolution answered| status resolved| area-mvc| feature-localization,unknown,1
1004,heavy_check_mark resolution answered| status resolved| area-mvc| feature-razor-pages,unknown,1
1005,heavy_check_mark resolution answered| status resolved| area-mvc| feature-routing,unknown,1
1006,heavy_check_mark resolution answered| status resolved| area-mvc| heavy_check_mark resolution answered| status resolved| area-mvc,unknown,1
1007,heavy_check_mark resolution answered| status resolved| area-mvc| investigate,ntaylormullen,1
1008,heavy_check_mark resolution answered| status resolved| area-mvc| question,pranavkm,4
1009,heavy_check_mark resolution answered| status resolved| area-mvc| question,stevesandersonms,1
1010,heavy_check_mark resolution answered| status resolved| area-mvc| question,unknown,11
1011,heavy_check_mark resolution answered| status resolved| area-platform,unknown,1
1012,heavy_check_mark resolution answered| status resolved| area-platform| question,unknown,1
1013,heavy_check_mark resolution answered| status resolved| area-razor.tooling,unknown,2
1014,heavy_check_mark resolution answered| status resolved| area-razor.tooling| heavy_check_mark resolution answered| status resolved| area-razor.tooling,unknown,1
1015,heavy_check_mark resolution answered| status resolved| area-security,haok,1
1016,heavy_check_mark resolution answered| status resolved| area-security,unknown,5
1017,heavy_check_mark resolution answered| status resolved| area-security| discussion| question,unknown,1
1018,heavy_check_mark resolution answered| status resolved| area-security| question,unknown,1
1019,heavy_check_mark resolution answered| status resolved| area-servers,unknown,1
1020,heavy_check_mark resolution answered| status resolved| area-servers| question| servers-kestrel,unknown,1
1021,heavy_check_mark resolution answered| status resolved| area-servers| servers-kestrel,unknown,1
1022,heavy_check_mark resolution answered| status resolved| area-signalr,unknown,1
1023,heavy_check_mark resolution answered| status resolved| question,javiercn,1
1024,heavy_check_mark resolution answered| status resolved| question,unknown,1
1025,heavy_check_mark resolution by design,unknown,3
1026,heavy_check_mark resolution by design| area-blazor,pranavkm,1
1027,heavy_check_mark resolution by design| area-blazor,unknown,8
1028,heavy_check_mark resolution by design| area-identity,unknown,1
1029,heavy_check_mark resolution by design| area-identity| bug,haok,1
1030,heavy_check_mark resolution by design| area-middleware| feature-session,unknown,1
1031,heavy_check_mark resolution by design| area-mvc,ajaybhargavb,1
1032,heavy_check_mark resolution by design| area-mvc,jamesnk,1
1033,heavy_check_mark resolution by design| area-mvc,javiercn,1
1034,heavy_check_mark resolution by design| area-mvc,pranavkm,2
1035,heavy_check_mark resolution by design| area-mvc,unknown,9
1036,heavy_check_mark resolution by design| area-mvc| investigate,ntaylormullen,1
1037,heavy_check_mark resolution by design| area-mvc| investigate,ryanbrandenburg,2
1038,heavy_check_mark resolution by design| area-mvc| question,ntaylormullen,1
1039,heavy_check_mark resolution by design| area-mvc| question,unknown,1
1040,heavy_check_mark resolution by design| area-servers,unknown,1
1041,heavy_check_mark resolution by design| area-servers| question,unknown,1
1042,heavy_check_mark resolution by design| done| area-mvc,ajaybhargavb,1
1043,heavy_check_mark resolution by design| needs author feedback| area-mvc| investigate,pranavkm,1
1044,heavy_check_mark resolution by design| status resolved| area-blazor,unknown,1
1045,heavy_check_mark resolution by design| status resolved| area-blazor| blazor-wasm,javiercn,1
1046,heavy_check_mark resolution by design| status resolved| area-dataprotection,haok,1
1047,heavy_check_mark resolution by design| status resolved| area-healthchecks,unknown,1
1048,heavy_check_mark resolution by design| status resolved| area-hosting,unknown,1
1049,heavy_check_mark resolution by design| status resolved| area-identity,haok,1
1050,heavy_check_mark resolution by design| status resolved| area-identity,unknown,2
1051,heavy_check_mark resolution by design| status resolved| area-mvc| discussion,blowdart,1
1052,heavy_check_mark resolution duplicate,ntaylormullen,1
1053,heavy_check_mark resolution duplicate,unknown,18
1054,heavy_check_mark resolution duplicate| area-blazor,ajaybhargavb,1
1055,heavy_check_mark resolution duplicate| area-blazor,rynowak,1
1056,heavy_check_mark resolution duplicate| area-blazor,stevesandersonms,1
1057,heavy_check_mark resolution duplicate| area-blazor,unknown,27
1058,heavy_check_mark resolution duplicate| area-blazor| blazor-wasm,unknown,3
1059,heavy_check_mark resolution duplicate| area-blazor| blazor-wasm| enhancement,unknown,1
1060,heavy_check_mark resolution duplicate| area-blazor| blazor-wasm| investigate,unknown,1
1061,heavy_check_mark resolution duplicate| area-blazor| blazor-wasm| question,unknown,1
1062,heavy_check_mark resolution duplicate| area-blazor| blazor-wasm| task,pranavkm,1
1063,heavy_check_mark resolution duplicate| area-blazor| bug,ajaybhargavb,3
1064,heavy_check_mark resolution duplicate| area-blazor| bug,stevesandersonms,1
1065,heavy_check_mark resolution duplicate| area-blazor| bug| cost m,javiercn,1
1066,heavy_check_mark resolution duplicate| area-blazor| bug| cost s,javiercn,1
1067,heavy_check_mark resolution duplicate| area-blazor| enhancement,unknown,5
1068,heavy_check_mark resolution duplicate| area-blazor| investigate,javiercn,1
1069,heavy_check_mark resolution duplicate| area-blazor| investigate,pranavkm,1
1070,heavy_check_mark resolution duplicate| area-blazor| question,unknown,2
1071,heavy_check_mark resolution duplicate| area-blazor| task,mkartakmsft,1
1072,heavy_check_mark resolution duplicate| area-hosting,unknown,1
1073,heavy_check_mark resolution duplicate| area-identity,haok,1
1074,heavy_check_mark resolution duplicate| area-identity,unknown,1
1075,heavy_check_mark resolution duplicate| area-infrastructure,pranavkm,1
1076,heavy_check_mark resolution duplicate| area-mvc,unknown,15
1077,heavy_check_mark resolution duplicate| area-mvc| blocked| task,ryanbrandenburg,1
1078,heavy_check_mark resolution duplicate| area-mvc| bug,pranavkm,2
1079,heavy_check_mark resolution duplicate| area-mvc| bug,unknown,1
1080,heavy_check_mark resolution duplicate| area-mvc| bug| feature-model-binding,unknown,1
1081,heavy_check_mark resolution duplicate| area-mvc| cost m| enhancement| feature-razor-pages,unknown,1
1082,heavy_check_mark resolution duplicate| area-mvc| cost m| task,ryanbrandenburg,1
1083,heavy_check_mark resolution duplicate| area-mvc| cost s| task,ryanbrandenburg,1
1084,heavy_check_mark resolution duplicate| area-mvc| cost xs| enhancement,pranavkm,1
1085,heavy_check_mark resolution duplicate| area-mvc| enhancement,javiercn,1
1086,heavy_check_mark resolution duplicate| area-mvc| enhancement,ryanbrandenburg,1
1087,heavy_check_mark resolution duplicate| area-mvc| feature-model-binding,unknown,1
1088,heavy_check_mark resolution duplicate| area-mvc| feature-spa,unknown,1
1089,heavy_check_mark resolution duplicate| area-mvc| investigate,unknown,1
1090,heavy_check_mark resolution duplicate| area-mvc| question,unknown,2
1091,heavy_check_mark resolution duplicate| area-mvc| task,ryanbrandenburg,1
1092,heavy_check_mark resolution duplicate| area-platform,natemcmaster,1
1093,heavy_check_mark resolution duplicate| area-security,unknown,1
1094,heavy_check_mark resolution duplicate| area-servers,tratcher,1
