,Name,FixedByID,count
618,sql| service attention| test debt,yaakoviyun,1
619,sql| service attention| test debt| feature-request,tomapaunovic,1
620,sql| service attention| test debt| feature-request,yaakoviyun,1
621,sql| sql - backup   restore| service attention| test debt| feature-request,pixia,1
622,sql| sql - data security| service attention| question,ranisha2,1
623,storage,blueww,2
624,storagesync,unknown,2
625,unknown,adarce,1
626,unknown,cormacpayne,16
627,unknown,devigned| sphibbs,1
628,unknown,fearthecowboy,1
629,unknown,guangyang,1
630,unknown,huangpf,1
631,unknown,maddieclayton,2
632,unknown,markcowl,20
633,unknown,markcowl| miyanni,1
634,unknown,praries880,1
635,unknown,shahabhijeet,12
636,unknown,twitchax,1
637,unknown,unknown,248
638,unknown,viananth,2
639,versioning,bganapa,2
640,versioning,cormacpayne,2
641,versioning,markcowl| bganapa,1
642,versioning,miyanni,1
643,versioning,viananth,1
